sender,tweet_text,tweet_id
vanfoodster,"Earlier today on @jonmccomb980 show @CKNW I talked @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip events, LISTEN https://t.co/Xdq5qHTblv",821917216727670784
etellurian,@cbcnewsbc @DineOutVanFest Inuit eat seal meat too. Been part of their diet forever. Who is growing fish to reales back into the ocean?,821916491696066560
tiffanyhaziza,@cbcnewsbc @DineOutVanFest I won't go back to that restaurant because of this.,821912172376621056
ChristineMcAvoy,"Checking out the @dineoutvanfest menu at @TheBlackbirdBar.
Appies Round: Wild Mushroom Chowder… https://t.co/5KVxYm66SD",821912096958861313
pier7restaurant,Only two more days ‘til #DineOutVancouver begins! Have you booked your table yet? You won’t want to miss our $30 3 course menu! #PierCraving,821908776253091840
cbcnewsbc,Would you eat seal meat? You can at Edible Canada for @DineOutVanFest #DOVF https://t.co/5bO4BtlBme https://t.co/miUPvY6YsR,821907702234234880
AussiePieGuy,Come see us at #StreetFoodCity Jan 23-29! 25+ trucks will rotate throughout the festival. @DineOutVanFest #DOVF… https://t.co/xvE6tQlj7Z,821906073288220672
JoeFortesVan,#Vancouver @DineOutVanFest starts this Friday! @chefwaynesych will be on @CTVVancouver at 12:35PM tomorrow to showc… https://t.co/YkSm7vVwVL,821902726334324737
freshguru,If we want great restaurants we need to support them more regularly but it sounds like a tough battle! Start here… https://t.co/StKpu6k85F,821897095258853376
Catch122,"Guess what, Vancouver? @DineOutVanFest is almost here. #DOVF Menu &amp; reservations: https://t.co/pH4IosyT1c https://t.co/KGl4Sf5EBV",821896254716346368
wildtalevan,@sthomas10 @DineOutVanFest @Nonnas_Table @thecascaderoom some great choices Sandra! Thanks for including us.,821893285849407488
FabFrugalVan,Headed to @kayamalay to preview their @DineOutVanFest menu,821888704063143937
VanBreweryTours,Seats on our @DineOutVanFest Craft Beer and Tacos tour are very limited now so don't wait! Starts this Friday.… https://t.co/Lt95IMmz4v,821879955764047873
BigRockUrbanYVR,We'll be serving up our amazing @DineOutVanFest menu at our 2nd annual Winter Beer Hall this Saturday… https://t.co/7HDBM7vqSv,821872373410463749
glancepay,"Dine out is coming! Dine out is coming! Quick someone get us our pants with the stretchy waist, and our favourite bib! @DineOutVanFest",821869965112438786
RobsonStreet,Reservations for @DineOutVanFest are open! See our list of participating restaurants #onRobson… https://t.co/A582xISftt,821869960758755329
MONTECRISTO_Mag,Jamie Bissonnette of @ToroRestaurant is bringing his talents to @LABATTOIR_VAN  Jan. 29 as part of @DineOutVanFest. https://t.co/h4nQKWXMoC,821864812800053249
SoberGirlsDD,"2nd Annual Brewmaster's Breakfast #DineOutVancouver Festival @BigRockBrewery next Sunday and enjoy beer-inspired, b… https://t.co/cLc1IW4h3l",821857257180667904
HartHouseRest,@Haywirewine @DineOutVanFest Looking forward to this brunch too!  @HowlingBluff @TinhornCreek @ArrowleafWine,821856590022246401
SoberGirlsDD,Enjoy the Hospitality Rate we offer at any participating #dineoutvancouver venue &lt;3 Sober Girls Designated Drivers https://t.co/N6cgXR0SNO,821855648727998464
LonsdaleQuay,Book your spot now at The Cheshire Cheese Restaurant &amp; Bar for #DineOutVancouver https://t.co/3UleunMHxj,821855120795299841
thecascaderoom,@DineOutVanFest starts this Friday and @VanCourierNews has the menu. Get your reservations in today. #vancity #yvr https://t.co/KBeMQckQxH,821851687442792448
CommercialD,Have your reservations yet for @DineOutVanFest starting this Friday on #TheDrive in #EastVan?… https://t.co/Qoab4Wq1ce,821847849075765248
candymaptones,"@thisispopulist 
your post&amp;article plugs @DineOutVanFest @EdibleCanada seal menu.
all these animals want 2 live &amp; aren't ours 2 exploit.",821847409063907328
Raquel_Pastel,Aquí los detalles de @DineOutVanFest Uno de los chefs invitados es Jair Téllez de @LajaRestaurante y @amayamexico https://t.co/ettxCh3tK2,821846623223476226
kayamalay,Join us @DineOutVanFest #yvrlunch dinner and #vegetarian #glutenfree options too! https://t.co/9MCRXQ8Uk5 https://t.co/CRXuZsGJg0,821845878021484544
Kater4Me,Learn more about Kater's special offer for those participating in @DineOutVanFest here: https://t.co/QBBtgC7FMN https://t.co/hRcg5tSGM5,821839024646017024
Haywirewine,"Join us @HartHouseRest for the #ExploreBCwine @DineOutVanFest brunch! Sat, Jan 28 from 11am-1pm, tickets $49 https://t.co/kdLN3Gmui7",821832699824308224
remilajoie,@GrilleYVR @DineOutVanFest #presentationskills#teamspirit#brotherhood,821832546497359873
feastdining,"Get ready to Dine Out, #Vancouver!!! @DineOutVanFest begins Jan 20: https://t.co/WNKY6hsmGP #dovf #FeastDining🍴 https://t.co/tmwb7RgFLn",821830832268656640
GrilleYVR,The molten lava cake triple berry compote with orange Chantilly will finish your @DineOutVanFest dinner nicely #DOVF https://t.co/WCerfDLWxM,821829292090765312
NatalieTung,"Me: ""I'm broke.""

Also me: makes a @DineOutVanFest reservation with no remorse",821828108655345664
Vancouverscape,2017 Vancouver @DineOutVanFest: Exploring Railtown’s culinary hot spots: https://t.co/PfSSalvRhW @RailtownCafe,821827136948490240
FabFrugalVan,Boulevard Kitchen Exclusive Wine Events this Feb for @DineOutVanFest &amp; @VanWineFest  https://t.co/BVxXFZT78o,821822963586596869
PlanetRenee,Street Food City sounds like something from my dreams! Next week Robson Sq = my fav place @DineOutVanFest… https://t.co/TbBGJyDqiB,821812024623697925
MissusSparks,"@alumniubc @DineOutVanFest
Looking forward to this unique event and great speakers!",821811425383301122
MarriottYVR,Just two days until @DineOutVanFest! Reserve now through Feb 5 https://t.co/K8GsExH9iz @GrilleYVR #DOVF #Vancouver #dinearound2017,821810752608763904
mooretosayblog,We have your #dineoutvancouver needs covered at #Coast @glowbal_group #seafood #sushi #fish @… https://t.co/Mknx96Mitl,821808533108834304
vancitydrinks,Enjoyed a sneak preview of @TimberVancouver #DineOutMenu only $20! @DineOutVanFest #Robson #WestEnd #Vancouver https://t.co/6Kk1EFfWz0,821807818835537920
CanadianRL,Looks great @TheChefOutWest love seeing an en result of our products @TwoRiversMeats @DineOutVanFest great event! https://t.co/4d4jSQvv8L,821806714001293312
TwoRiversMeats,See @TheChefOutWest making @CanadianRL Elk Tartare on @CTVVancouver and talking @DineOutVanFest https://t.co/o75Q18gvfr,821802742599467008
foodiebook,Head to @ChichaVancouver during @DineOutVanFest for this #vegetarian dish &amp; pick up a copy of the #EastVanFoodie wh… https://t.co/moqVAhDByV,821802436524318722
pidginvancouver,sharing is caring. our @DineOutVanFest menu is served in a family-style / reservations 604.620.9400 / #dovf menu:… https://t.co/5hsWfyNhbO,821802109028986883
alumniubc,Taste wines from 20 BC VQA wineries with us at The Grape Debate on Jan. 26 @DineOutVanFest. https://t.co/KOaLZdGUXL #dovf #alumniUBC,821798229654327306
vanfoodster,"My Interview on @jonmccomb980 show @CKNW talking @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip events, LISTEN https://t.co/iuwPReJiLF",821792410120372224
wildtalevan,Counting down to @DineOutVanFest https://t.co/6KKGZRKoC5,821788746664280065
PacGatewayHotel,Vancouver's upcoming @DineOutVanFest is the perfect event for every foodie! #DOVF https://t.co/KNlHZ73dX5,821786086661881856
wesgroup,"As @DineOutVanFest begins Friday, see new participants like @HomerStCafeBar, @fablekitchen​, &amp; @TimberVancouver:… https://t.co/P8G8LP8fIn",821781771947806720
BigRockBrewery,The @DineOutVanFest starts this weekend! Here's a peek at the @BigRockUrbanYVR menu available throughout. Details:… https://t.co/zTMm2Kn3YJ,821781199534235648
OrganicOcean,Hot Legs!😍 Pacific Humboldt Squid legs! Find em on @vanfishco 's @dineoutvanfest menu!… https://t.co/R16uf1WczU,821780020905603073
vanaqua,"In a first for #DOVF, #vanaqua is transforming its café into an #OceanWise pop-up bistro w/ 2 seatings a night duri… https://t.co/bXsIPLXAh3",821779571456385024
VanCourierNews,Prix fixe is in for 15th annual @DineOutVanFest. It runs from Jan. 20 to Feb. 5: https://t.co/qbgL1ofeOG,821779489180893184
iyaletown,@RobynGoodingG4G @DineOutVanFest good choice! ;),821773087611961344
VortexRestEquip,"Dine and Stay Packages for @DineOutVanFest !!
https://t.co/Tgto122yAq",821772931202093056
vanfoodster,"At 9:36 am, I will be on the @jonmccomb980 show on @CKNW talking @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip e… https://t.co/9uPWtSSzqu",821771472607686656
Roundhouse983,"@MartinS_983 @DineOutVanFest Congrats to our #winners, Sarah, Kelson, Mary, Mark &amp; Kalvin! Have a fantastic night o… https://t.co/NmOhGTXLLL",821770653086793728
romersburger,"Only 2 days until the start of @DineOutVanFest! We're running a custom-off our regular menu, $30 3-course menu: https://t.co/Bq1GzSuHrT",821768061757722628
VanBreweryTours,Our @dineoutvanfest Craft Beer and Taco is about to start. Seats still avail for a few dates. #beerandtacos https://t.co/gQy1PiflGB,821768024000724993
BestofEat,. @DineOutVanFest starts tomorrow! Best of $40 via @VIAwesome https://t.co/3IDXoyiOfJ @chambar @cincinvan… https://t.co/seqGBVmdo2,821764996937838592
AgentTerryOsti,Street Food City at @DineOutVanFest  https://t.co/PcpuWlYdv9,821761705046904836
MartinS_983,Congrats to Kalvin who is going to Happa Izakaya   . And Mark who will dine at Big Rock Urban Eatery! @DineOutVanFest @Roundhouse983,821752726472323072
JingwenOwenOu,"@MyVancouver @DineOutVanFest Excited about the fest, built a tool to show Yelp ratings for all restaurants, enjoy :) https://t.co/HpSKPhfZC5",821748459589890048
MartinS_983,First caller to 604-449-8983 or texter to 983983 -- RIGHT NOW-- will get a gift certificate to a @DineOutVanFest restaurant! @Roundhouse983,821747877852704770
JingwenOwenOu,"@DineOutVanFest Excited about the fest, I built a tool to integrate Dine Out Restaurants data with Yelp, enjoy :-), https://t.co/J2olG0lyEW",821746375255728128
glancetechinc,We're proud to see 17 of our partnering restaurants at @DineOutVanFest . Use #Glance Pay for exclusive rewards. https://t.co/FuBoDXyDPf,821741682798510080
MartinS_983,"At 7:45-ish, you could win free admission to @DineOutVanFest
 Listen Live @Roundhouse983 https://t.co/gqIPdud5nc https://t.co/1prf2fIJBS",821741644949192710
vanfoodster,"This morning at 9:35am, I will be on the @jonmccomb980 show on @CKNW talking @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip events!",821740260723822594
jennchanphoto,"Dine Out Vancouver 2017: Trattoria Kitsilano by @Glowbal_Group - post up now! https://t.co/KkNYDZz5bj
@DineOutVanFest #DOVF #GastropostVan",821707645098795008
candymaptones,"does @ediblecanada know the mercury levels of the the butchered seal meat it's serving up for @DineOutVanFest ?

https://t.co/6ubjddCWYg",821703635172106241
jade_duprey,#dineoutvancouver is soon upon us. Dinner date nights galore 🍴🍷💑👭💃,821611907232710656
VanGlutton,Watch my @GlobalBCMorning segment on the fun &amp; food packed @DineOutVanFest !https://t.co/8395REx0Dk #yvr #yvrfood #dovf,821578869299761152
foodgressing,How about a unique @DineOutVanFest experience?  Check out @vanaqua @ocean_wise pop-up dinner… https://t.co/PlDyZyq4rb,821576323017547776
HelloVancity,. @wildtalevan @DineOutVanFest : 4 Cheese Baked Wild Mushroom Gnocchi with winter vegetable ragu #dovf @iyaletown… https://t.co/uD4xXd0cZE,821572938524569600
charlenechiang,@CH4Chefs @nedbell @mistereatgalway @ocean_wise @DineOutVanFest Join us!,821571365413081088
CBCVancouver,Get your appetites ready...it's almost @DineOutVanFest  time 🍴 https://t.co/Pf84horgdQ #DOVF https://t.co/yTEkvDm3up,821569083581796352
steeltoadbeer,"So excited, only a few days left til #dovf @DineOutVanFest.  Can't wait for @TwoRiversMeats bison to arrive for our carpaccio course!",821563488598245376
WestCoastFoodca,.@VisitRichmondBC during the @DineOutVanFest to try one of these MANY delectable restauraunts:… https://t.co/F3grnGrpPj,821542629993226243
LPAyvr,@vanfoodster @DineOutVanFest Looking forward to it! 🌱,821541840184897536
FabFrugalVan,. @DineOutVanFest  Preview of @granville_isle restaurants @EdibleCanada  @eatDockside  @VanFishCo  https://t.co/78DBN9u1q0 #DOVF,821540175905964032
RobsonStreet,Reservations for @DineOutVanFest are open! See our list of participating restaurants #onRobson… https://t.co/PH6yA4JJ1d,821537769428254720
FabFrugalVan,". @DineOutVanFest  Preview @ChichaVancouver   - Tapas so good you won't want to share
https://t.co/NxDp21EmMb",821536378735525888
vancitydrinks,Warming up @TheFivePoint with $3 #craftbeer for #HappyHour then heading to @TimberVancouver for a @DineOutVanFest… https://t.co/d3pEMQEUrK,821534506561609728
BigRockUrbanYVR,Our 2nd Annual Winter Beer Hall with @dineoutvanfest is days away! We've teamed up with local… https://t.co/wetNL3u1nF,821533870822719488
FabFrugalVan,"Street Food City Returns to @DineOutVanFest  January 23 - 29
https://t.co/u6IslTEFEm",821531345000235009
KatrinaAndTeam,The latest Surrey Real Estate Daily! https://t.co/eqH6bqyxdw Thanks to @dawnchubai @DineOutVanFest #surreybc #sports,821527862016704512
brynweese,Happy to be having a drink at @EdibleCanada where they will be serving seal meat as part of @DineOutVanFest . I fully support the seal hunt.,821522217691320320
kaarenelle,First stop for @DineOutVanFest is @annalenayvr tonight! So lucky to get a reservation here and so excited!,821520226495799296
GrilleYVR,A little less than 3 days until @DineOutVanFest! Book now through Feb 5 https://t.co/ay1p2QZTr4  #DOVF #Richmond… https://t.co/VytNWGIpj4,821518773249253380
VanFoodTour,Check out @eatatjuniper @TheChefOutWest and their @DineOutVanFest menu! #chinatown #dovf https://t.co/oY045K4yz5,821514829664030722
sthomas10,The @DineOutVanFest starts Fri. I offer dos &amp; don't's &amp; top picks @wildtalevan @Nonnas_Table @thecascaderoom &amp; more… https://t.co/FI8zYXga5R,821513948499324928
smallflowercafe,Who's attending the Gastown Brunch Crawl? Tickets are here: https://t.co/s43TauYPkJ @vanfoodster #Gastown… https://t.co/ofiayoStL8,821507713888899072
Roundhouse983,Want to #WIN your way into @DineOutVanFest? Join their Festival Coordinator Lucas w/ @MartinS_983 tomorrow morning at 7:49am!,821507475002294272
TAPshackeatery,Only three days until @DineOutVanFest! Book your table to try our 3-course lunch &amp; dinner menu for $20. #DOVF https://t.co/8jUG7QJgsN,821507465367928832
JoshRimer,"On Jan 25th @DineOutVanFest &amp; @vanfoodster are putting on Art, Eat &amp; Sip on Granville Island - I'm going! Who else?… https://t.co/wslHLIxY7i",821502868561817600
Vancouverscape,2017 Vancouver @DineOutVanFest Preview: Exploring Railtown’s culinary hot spots: https://t.co/PfSSalvRhW… https://t.co/LSBB26xVtJ,821500046197792768
MartinS_983,Want to #WIN your way into @DineOutVanFest? Join their Festival Coordinator Lucas w/ me tomorrow morning at 7:49 am!,821497235607154688
thisispopulist,Bone marrow meat-pie @TimberVancouver One of the dishes you can expect from their rotating @DineOutVanFest menu! 🙌🏻 https://t.co/rMJ6zUebRp,821496372452958209
Catch122,"Three more sleeps (or dinners) until @DineOutVanFest. Have you made your #DOVF reservation? https://t.co/skKktarWQD
 https://t.co/CqwBkUisUw",821494548123750401
RobynGoodingG4G,"@iyaletown @DineOutVanFest Chambar, Bishops, The Acorn ... drooling just thinking of it! Only arriving 2 days b4 it ends or I'd go to  more",821493774677225472
AboriginalCAN,A pop-up bistro at @vanaqua during #DineOutVancouver will feature delicious @HaidaWild seafood!… https://t.co/P25w3mszXs,821490050047348738
yvarcade,Previewing @La_Pentola's menu 🍽 for @DineOutVanFest at @OPUShotel: https://t.co/5hOw9dBbiT #dovf #yaletown https://t.co/FSU4Jcrf8h,821488762832097281
CH4Chefs,@charlenechiang @nedbell @mistereatgalway @ocean_wise @DineOutVanFest that's going to be one flavourful menu!,821487814915358724
GrilleYVR,@CBCVancouver @DineOutVanFest It's very exciting. We're ready for it! #DOVF #dinearound2017,821484365645484032
riverrockae,"想知道哪家餐廳好吃嗎? 
#riverrock #restaurant #foodie #yummy #delicious #good #food #DOV #dineoutvancouver #Vancouver… https://t.co/9IypkRhmTQ",821484074409701377
georgepitaru,@CBCVancouver @DineOutVanFest is not what is used to be 10 years ago (drop mic),821481669337096192
VanWineEvents,The @DineOutVanFest is more than just food @HartHouseRest #ExploreBCWine Brunch Jan 28 @winebcdotcom @tantaluswine  https://t.co/xgkeqtgjNb,821479894530097153
CBCVancouver,Get your appetites ready...it's almost @DineOutVanFest time 🍴 https://t.co/uIPhTMLH2U #DOVF https://t.co/r6KtLzb58c,821477305746944000
jenpoulet,Excited about this event to check out @wildtalevan before @DineOutVanFest. Looking forward to meeting Frenny Bawa!… https://t.co/jGqKFxjRh5,821474963399970816
feastdining,Excited to try something new during @DineOutVanFest?! Check out our #DOVF menus &amp; book your table:… https://t.co/SrbunrYD0a,821474738488877056
vancitydrinks,Heading to @TimberVancouver tonight for a sneak preview of their @DineOutVanFest Menu! #Local #Vancity #Vancouver #DineOut,821473411150974976
ColleyComms,Did you hear? @annalenayvr's @DineOutVanFest menu starts tonight! Get your reservations in now!,821471960479592449
StreetFood_YVR,Thank you @VancityBuzz for including #StreetFoodCity in your list of what not to miss at @DineOutVanFest! https://t.co/DxfcBc8LhR,821462241149063170
cbcnewsbc,Five great picks for @DineOutVanFest 2017 #DOVF https://t.co/UZ0ufYOXBI https://t.co/nh2FLUTGwt,821457824303681537
vanfoodster,Thrilled to have @LPAyvr join our Yaletown @DineOutVanFest Brunch Crawl on January 29 https://t.co/NaJHGNEW6l https://t.co/MxHkqd1upK,821457018749788160
vanaqua,Get tix now for the World Chef Exchange w/ @mistereatgalway @nedbell for @DineOutVanFest https://t.co/jDtIlh6Q1o https://t.co/h9bcjqzOrF,821455869959372801
ocean_wise,"Taste something fresh, new &amp; sustainable for @DineOutVanFest this yr! Come try #vanaqua's pop-up bistro by @nedbell… https://t.co/QWJNJq2Kqf",821454808037126145
604chuck,"3 more days until the IMC Family will be indulging in Malaysian Fusion delights of
@kayamalay for @DineOutVanFest… https://t.co/NXEowp1vwt",821450828863180800
Kater4Me,Kater is offering customers participating in @DineOutVanFest $25 off their round-trip service. Learn More here:… https://t.co/wAeRNjksbR,821449266631585793
BigRockUrbanYVR,.@DineOutVanFest only 3 days away! Reserve your table now https://t.co/ayr4qY7re2 https://t.co/yQ08jc4Nuz,821448313270571008
cbcnewsbc,"Here are 5 @DineOutVanFest highlights from @GailJohnsonwork you won't want to miss
 https://t.co/6xPPZrLwbY https://t.co/GEbfso4gEn",821447765335150596
REELMacCheese,Jan 23-29 #StreetFoodCity on Howe St. It's going to be awesome! 15+ food trucks @DineOutVanFest #DOVF @StreetFood_YVR  Come get your Mac on!,821444644038852608
CathyBrowne,"I agree! If you haven't made your @DineOutVanFest reservations yet, consider putting @ChichaVancouver on your list.… https://t.co/aTPrqAiGlr",821441084899233792
DineOutVanFest,Dine &amp; Stay packages are available during @DineOutVanFest. Book your stay today! https://t.co/A86OrADR2Z #DOVF… https://t.co/mRYoIk3IaC,821437616176373760
MyVancouver,Dine &amp; Stay packages are available during @DineOutVanFest. Book your stay today! https://t.co/pkfby27WwA #DOVF… https://t.co/48FzTRAYBy,821437615626919938
vanfoodster,Thrilled to have @ritualYVR @CommodityJuice #collab join our Robson/Westend @DineOutVanFest Brunch Crawl on Feb 4… https://t.co/D0jfOnKqOq,821432640486023168
Vancouverscape,Previewing @DineOutVanFest around Granville Island: https://t.co/lXjDBPPCsB #vancouver #MyDineOutStory https://t.co/HyOn48No8y,821430723911569409
Miss604,Starts Monday // Street Food City at Dine Out Vancouver https://t.co/BlCMsQBz1e #streetfoodcity #DOVF @DineOutVanFest,821420661344206848
OpenTableCanada,Just three days until @DineOutVanFest! Make reservations through Feb 5th @WildebeestYVR + more:… https://t.co/oZisn0Fnwz,821416814739603457
iyaletown,@RobynGoodingG4G which restaurants are on your list for @DineOutVanFest?,821415526916325377
CommercialD,Chef @JustGiuliaa shared recipes on @CTV_Television this morning. @LombardosPizza is taking part in @DineOutVanFest… https://t.co/ucAEqlFgaK,821415503310688256
ViaTeverePizza,"#StreetFoodCity is back Jan 23-29! 25+ trucks will rotate throughout the festival, come check it out! #DOVF… https://t.co/tngEgLYzHw",821414806892605440
HawksworthCom,@HawksworthRest and @NightingaleRest have something special in store for @DineOutVanFest! https://t.co/R1q2d1S4ub https://t.co/sutmGjeRNg,821410708273233920
hansondee,#OnTheBlog: A preview of @granville_isle’s @EdibleCanada menu for @dineoutvanfest! #Vancouver #dovf:… https://t.co/lRDkSoBUzE,821400520204152832
OrganicOcean,WILD CANADIAN Sockeye!! Find it on @theoakwoodkits 's @dineoutvanfest menu!😍 #dineoutvancouver… https://t.co/ctUy85WVxQ,821400274845765632
MattMassier,"@DineOutVanFest Apparently I would have to buy a $53 ticket to go to my usual coffee place because of your BS. Thanks, really made my day.",821396675939794948
TicketsTonight,Our first @DineOutVanFest event is this Thursday! Wanting to go to an event? Book your #tix now...https://t.co/amdZyt5TA8,821394743519158272
vanfoodster,"Tune-in tomorrow at 9:35am, I will be on the @jonmccomb980 show on @CKNW talking @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip events!",821394229935144960
peepeepoopoo1,@candymaptones @EdibleCanada @DineOutVanFest WHEN WILL CANADA LEARN?? #shameful #canadasshame #banthesealhunt,821380531359219712
candymaptones,"if you can't be there to beat them to death, or shoot them in the head, 
you can still eat their flesh at… https://t.co/dd0svfjLoK",821351035876712449
RobynGoodingG4G,CANT WAIT TO BE IN VANCOUVER FOR #DineOutVancouver !! I'm NEVER home for it and it's my favourite time of year ✨ Can't wait to eat for 2! 😜,821316860549337088
yvralana,Here are some of the beautiful dishes offered at @housespecialvan for @dineoutvanfest Jan.… https://t.co/6u9LjRqZ8M,821230017065598976
Apex_Herbivore,"@DineOutVanFest Other than @missionkits and @AcornVancouver, any vegan recommendations for Dine Out Vancouver? #DOVF",821202500145410049
FabFrugalVan,"Street Food City Returns to @DineOutVanFest January 23 - 29
https://t.co/u6IslTEFEm",821195801078730753
CommercialD,Reservations available now for @DineOutVanFest including @arrivaristorante on #TheDrive in #EastVan's #LittleItaly… https://t.co/qeROljKE9W,821185401297612800
TAPshackeatery,@DineOutVanFest begins this Friday! Both locations are offering a 3-course menu for $20. Check it out under menus: https://t.co/0ETO478BWX,821178794115407872
VanBreweryTours,9 booze-related events to explore at @DineOutVanFest 2017 incl our Craft Beer &amp; Taco tour! | @georgiastraight… https://t.co/6A02K9Epjs,821177755152826368
travelcanucks,We got to preview 3 #DOVF locations. And they were delicious! https://t.co/ZmMdLeM30s @DineOutVanFest @vancouveraqua @TableauBistro,821177367024439297
cestsibontruck,"It's official! we'll be at #StreetFoodCity Jan 23,25,27! 25+trucks will rotate throughout the festival… https://t.co/ntGwcFI52Q",821169839242821635
wherevancouver,The start of the new year means one thing: @DineOutVanFest! Here's how to enjoy the all-things-comestible festival:… https://t.co/yjsV3dqZAn,821167386644672512
WesbrookVillage,You don't have to travel far to partake in @DineOutVanFest! Checkout the menu @biercraft in #WesbrookVillage.… https://t.co/tzTR1PTecc,821165988171247616
DubhLinnGateVan,#DineOutVancouver is coming up quick! We have a great 3 course meal for $20 starting January 20th! Check it out! https://t.co/ZZi6yZKFNn,821163994257981441
lucylau,Street Food City to bring over 25 food trucks to #Vancouver’s downtown core as part of @DineOutVanFest #DOVF https://t.co/nubdR3FMcp,821159783361224704
FabFrugalVan,". @DineOutVanFest  Preview @ChichaVancouver   - Tapas so good you won't want to share
https://t.co/NxDp21EmMb",821158890217897985
iyaletown,"Discover Yaletown during @dineoutvanfest! From Jan 20 - Feb 5, 18 Yaletown restaurants wil… https://t.co/8xcRGmEHiq https://t.co/5I78NkImEw",821155917563625473
WestCoastFoodca,.@VisitRichmondBC during the @DineOutVanFest to try one of these MANY delectable restauraunts:… https://t.co/ceNpvUU4AD,821151917027901441
CommercialD,Do you have your tickets yet for @DineOutVanFest's #BrunchCrawl? This event sells out every year. Don't miss out!… https://t.co/Xiof9isqkN,821145141838835714
jlchung,". @wildtalevan @DineOutVanFest menu: 7 hour Braised Alberta Beef Short Rib
with roasted bone marrow jus @iyaletown https://t.co/tTNMFwq9uR",821141304172314625
HelloVancity,". @wildtalevan @DineOutVanFest menu: 7 hour Braised Alberta Beef Short Rib
with roasted bone marrow jus @iyaletown https://t.co/2TldrRdHeJ",821141303371173889
Pier_73,"Starting Friday, @DineOutVanFest is a perfect opportunity to sample our farm-to-table flavours… https://t.co/oDQGShBQqv",821139304319586304
DragonTruck,"#StreetFoodCity is back Jan 23-29! 
15+ food trucks for @DineOutVanFest in @downtownvan  https://t.co/iPSGZg1GAY 

cc @alovingspoonful",821134976431296515
VijsRailway,"#StreetFoodCity is back Jan 23-29! 
15+ food trucks for @DineOutVanFest in @downtownvan  https://t.co/o56KTcLpxD 

cc @alovingspoonful",821134976343298050
JingwenOwenOu,"A tool to help you discover restaurants for #dineoutvancouver: https://t.co/J2olG0lyEW :-), /cc @DineOutVanFest",821133747110064130
ColleyComms,A little taste of the @DineOutVanFest - Check out @nedbell's pop-up preview https://t.co/zIMRhGh19i via @travelcanucks,821130552203841536
cherrbies,@DineOutVanFest how do you enter?,821130140042133505
VanWineEvents,Love BC Wine?  Join @HartHouseRest for @DineOutVanFest #ExploreBCWine Brunch Jan 28th @winebcdotcom @ChurchStateWine https://t.co/3kficMKWyg,821129483059077121
SeaShepSeattle,Newfoundland Seal on menu?? You bring SHAME AND DISGUST to Canada! @ediblecanada @dineoutvanfest @JustinTrudeau… https://t.co/hkoEgpyoTl,821124062999035904
OrganicOcean,Sustainably harvested Harrison River Keta Salmon!! Find it on @nedbell 's @dineoutvanfest menu… https://t.co/sCVKiA0KkY,821119913607757825
Vancouverscape,Previewing @DineOutVanFest around Granville Island: https://t.co/lXjDBPPCsB #vancouver #dining https://t.co/zC8LVzNKhM,821113614950080512
BigRockUrbanYVR,Reserve a table now for @DineOutVanFest https://t.co/Mnk3XEJJPQ,821106235101442048
AquiliniCentre,Do you prefer a more casual approach to cuisine? Then #StreetFoodCity is an @DineOutVanFest event you need to check… https://t.co/0C719xSyjH,821101254214447104
grousemountain,Have you booked your table for @DineOutVanFest at #TheObservatory yet? Check out the menu and reserve now https://t.co/aA1gVr4eNQ,821099966324244480
yvarcade,.@DineOutVanFest preview from @EdibleCanada 🍽 on @granville_isle: https://t.co/4QCfpXyt3W #dovf https://t.co/foaYnrJS5c,821088799170015232
serena4pr,Street Food City returns to @DineOutVanFest Jan 23 - 29: https://t.co/bnh0CYRQvZ #DOVF https://t.co/gbnto3gk8P,821088588628492288
pier7restaurant,A great night start with a reservation. We still have spots available for #DineOutVancouver! Call us today to book your table. #PierCraving,821085780017893376
ChristineMcAvoy,"Getting excited for @DineOutVanFest, including @VanFoodster's #ArtEatSipYVR on January 25. More Info: https://t.co/Rk92CIS0XY",821078838343909376
ocean_wise,Experience @DineOutVanFest at @vanaqua! 3 course menu at the #oceanwise popup bistro by @nedbell! #DOVF… https://t.co/OwlPDflSw6,821077313446182912
CV__TV,"January's @Helijet Top 5 Reasons to Hop the Pond includes @DineOutVanFest, @BoatingBC and more!… https://t.co/uJqJ78A2fU",821077299659440129
Miss604,Coming Up // Street Food City at Dine Out Vancouver https://t.co/BlCMsQBz1e #streetfoodcity #DOVF @DineOutVanFest,821073337355014144
DineOutVanFest,"Ready, set, eat! Street Food City returns for its 6th year January 23-29 for @DineOutVanFest!… https://t.co/KAIAJZaacT",821072423407775744
MyVancouver,"Ready, set, eat! Street Food City returns for its 6th year January 23-29 for @DineOutVanFest!… https://t.co/yhrE2KYXdm",821072423235780608
rickchung,.@DineOutVanFest 🍝 menu from @La_Pentola at @OPUShotel 🍷 in @iyaletown. Preview: https://t.co/mSIU0PnmvW #dovf https://t.co/cjrY6qoCDG,821066870631477248
wildtalevan,Counting down to @DineOutVanFest https://t.co/6KKGZRKoC5,821063971612557313
eatnabout,@DineOutVanFest 2017 starts soon! See which ones I'm going to here - https://t.co/eq0kGFSb09 #dovf,821062874479165440
